"Population","variable","value","maxVals","minVals","numVariable"
"other","CD45RA",381,900,500,2.23537353735374
"other","CD45RA",600,900,500,2.23547354735474
"other","CD45RA",789,900,500,2.23557355735574
"other","CD45RA",738,900,500,2.23567356735674
"other","CD45RA",505,900,500,2.23577357735774
"other","CD45RA",589,900,500,2.23587358735874
"other","CD45RA",395,900,500,2.23597359735974
"other","CD45RA",409,900,500,2.23607360736074
"other","CD45RA",664,900,500,2.23617361736174
"other","CD45RA",794,900,500,2.23627362736274
"other","CD45RA",792,900,500,2.23637363736374
"other","CD45RA",194,900,500,2.23647364736474
"other","CD45RA",727,900,500,2.23657365736574
"other","CD45RA",502,900,500,2.23667366736674
"other","CD45RA",605,900,500,2.23677367736774
"other","CD45RA",262,900,500,2.23687368736874
"other","CD45RA",529,900,500,2.23697369736974
"other","CD45RA",144,900,500,2.23707370737074
"other","CD45RA",170,900,500,2.23717371737174
"other","CD45RA",644,900,500,2.23727372737274
"other","CD45RA",602,900,500,2.23737373737374
"other","CD45RA",295,900,500,2.23747374737474
"other","CD45RA",737,900,500,2.23757375737574
"other","CD45RA",599,900,500,2.23767376737674
"other","CD45RA",325,900,500,2.23777377737774
"other","CD45RA",702,900,500,2.23787378737874
"other","CD45RA",630,900,500,2.23797379737974
"other","CD45RA",340,900,500,2.23807380738074
"other","CD45RA",383,900,500,2.23817381738174
"other","CD45RA",328,900,500,2.23827382738274
"other","CD45RA",605,900,500,2.23837383738374
"other","CD45RA",314,900,500,2.23847384738474
"other","CD45RA",675,900,500,2.23857385738574
"other","CD45RA",164,900,500,2.23867386738674
"other","CD45RA",728,900,500,2.23877387738774
"other","CD45RA",703,900,500,2.23887388738874
"other","CD45RA",487,900,500,2.23897389738974
"other","CD45RA",744,900,500,2.23907390739074
"other","CD45RA",614,900,500,2.23917391739174
"other","CD45RA",637,900,500,2.23927392739274
"other","CD45RA",728,900,500,2.23937393739374
"other","CD45RA",240,900,500,2.23947394739474
"other","CD45RA",665,900,500,2.23957395739574
"other","CD45RA",689,900,500,2.23967396739674
"other","CD45RA",760,900,500,2.23977397739774
"other","CD45RA",679,900,500,2.23987398739874
"other","CD45RA",657,900,500,2.23997399739974
"other","CD45RA",554,900,500,2.24007400740074
"other","CD45RA",331,900,500,2.24017401740174
"other","CD45RA",739,900,500,2.24027402740274
"other","CD45RA",776,900,500,2.24037403740374
"other","CD45RA",316,900,500,2.24047404740474
"other","CD45RA",172,900,500,2.24057405740574
"other","CD45RA",744,900,500,2.24067406740674
"other","CD45RA",586,900,500,2.24077407740774
"other","CD45RA",770,900,500,2.24087408740874
"other","CD45RA",665,900,500,2.24097409740974
"other","CD45RA",168,900,500,2.24107410741074
"other","CD45RA",741,900,500,2.24117411741174
"other","CD45RA",771,900,500,2.24127412741274
"other","CD45RA",716,900,500,2.24137413741374
"other","CD45RA",660,900,500,2.24147414741474
"other","CD45RA",716,900,500,2.24157415741574
"other","CD45RA",594,900,500,2.24167416741674
"other","CD45RA",262,900,500,2.24177417741774
"other","CD45RA",749,900,500,2.24187418741874
"other","CD45RA",718,900,500,2.24197419741974
"other","CD45RA",456,900,500,2.24207420742074
"other","CD45RA",638,900,500,2.24217421742174
"other","CD45RA",714,900,500,2.24227422742274
"other","CD45RA",778,900,500,2.24237423742374
"other","CD45RA",687,900,500,2.24247424742474
"other","CD45RA",240,900,500,2.24257425742574
"other","CD45RA",728,900,500,2.24267426742674
"other","CD45RA",474,900,500,2.24277427742774
"other","CD45RA",662,900,500,2.24287428742874
"other","CD45RA",230,900,500,2.24297429742974
"other","CD45RA",386,900,500,2.24307430743074
"other","CD45RA",764,900,500,2.24317431743174
"other","CD45RA",633,900,500,2.24327432743274
"other","CD45RA",723,900,500,2.24337433743374
"other","CD45RA",384,900,500,2.24347434743474
"other","CD45RA",733,900,500,2.24357435743574
"other","CD45RA",686,900,500,2.24367436743674
"other","CD45RA",619,900,500,2.24377437743774
"other","CD45RA",699,900,500,2.24387438743874
"other","CD45RA",507,900,500,2.24397439743974
"other","CD45RA",796,900,500,2.24407440744074
"other","CD45RA",766,900,500,2.24417441744174
"other","CD45RA",581,900,500,2.24427442744274
"other","CD45RA",721,900,500,2.24437443744374
"other","CD45RA",277,900,500,2.24447444744474
"other","CD45RA",569,900,500,2.24457445744574
"other","CD45RA",457,900,500,2.24467446744674
"other","CD45RA",707,900,500,2.24477447744774
"other","CD45RA",500,900,500,2.24487448744874
"other","CD45RA",677,900,500,2.24497449744974
"other","CD45RA",505,900,500,2.24507450745075
"other","CD45RA",269,900,500,2.24517451745175
"other","CD45RA",173,900,500,2.24527452745275
"other","CD45RA",216,900,500,2.24537453745375
"other","CD45RA",201,900,500,2.24547454745475
"other","CD45RA",688,900,500,2.24557455745575
"other","CD45RA",468,900,500,2.24567456745675
"other","CD45RA",630,900,500,2.24577457745775
"other","CD45RA",248,900,500,2.24587458745875
"other","CD45RA",735,900,500,2.24597459745975
"other","CD45RA",241,900,500,2.24607460746075
"other","CD45RA",715,900,500,2.24617461746175
"other","CD45RA",668,900,500,2.24627462746275
"other","CD45RA",198,900,500,2.24637463746375
"other","CD45RA",685,900,500,2.24647464746475
"other","CD45RA",530,900,500,2.24657465746575
"other","CD45RA",726,900,500,2.24667466746675
"other","CD45RA",703,900,500,2.24677467746775
"other","CD45RA",510,900,500,2.24687468746875
"other","CD45RA",604,900,500,2.24697469746975
"other","CD45RA",775,900,500,2.24707470747075
"other","CD45RA",701,900,500,2.24717471747175
"other","CD45RA",714,900,500,2.24727472747275
"other","CD45RA",628,900,500,2.24737473747375
"other","CD45RA",650,900,500,2.24747474747475
"other","CD45RA",219,900,500,2.24757475747575
"other","CD45RA",681,900,500,2.24767476747675
"other","CD45RA",721,900,500,2.24777477747775
"other","CD45RA",194,900,500,2.24787478747875
"other","CD45RA",660,900,500,2.24797479747975
"other","CD45RA",743,900,500,2.24807480748075
"other","CD45RA",805,900,500,2.24817481748175
"other","CD45RA",673,900,500,2.24827482748275
"other","CD45RA",154,900,500,2.24837483748375
"other","CD45RA",343,900,500,2.24847484748475
"other","CD45RA",343,900,500,2.24857485748575
"other","CD45RA",245,900,500,2.24867486748675
"other","CD45RA",456,900,500,2.24877487748775
"other","CD45RA",669,900,500,2.24887488748875
"other","CD45RA",661,900,500,2.24897489748975
"other","CD45RA",701,900,500,2.24907490749075
"other","CD45RA",167,900,500,2.24917491749175
"other","CD45RA",699,900,500,2.24927492749275
"other","CD45RA",314,900,500,2.24937493749375
"other","CD45RA",412,900,500,2.24947494749475
"other","CD45RA",180,900,500,2.24957495749575
"other","CD45RA",522,900,500,2.24967496749675
"other","CD45RA",153,900,500,2.24977497749775
"other","CD45RA",725,900,500,2.24987498749875
"other","CD45RA",379,900,500,2.24997499749975
"other","CD45RA",383,900,500,2.25007500750075
"other","CD45RA",226,900,500,2.25017501750175
"other","CD45RA",658,900,500,2.25027502750275
"other","CD45RA",577,900,500,2.25037503750375
"other","CD45RA",180,900,500,2.25047504750475
"other","CD45RA",710,900,500,2.25057505750575
"other","CD45RA",633,900,500,2.25067506750675
"other","CD45RA",753,900,500,2.25077507750775
"other","CD45RA",618,900,500,2.25087508750875
"other","CD45RA",656,900,500,2.25097509750975
"other","CD45RA",245,900,500,2.25107510751075
"other","CD45RA",497,900,500,2.25117511751175
"other","CD45RA",661,900,500,2.25127512751275
"other","CD45RA",625,900,500,2.25137513751375
"other","CD45RA",219,900,500,2.25147514751475
"other","CD45RA",206,900,500,2.25157515751575
"other","CD45RA",216,900,500,2.25167516751675
"other","CD45RA",177,900,500,2.25177517751775
"other","CD45RA",685,900,500,2.25187518751875
"other","CD45RA",236,900,500,2.25197519751975
"other","CD45RA",411,900,500,2.25207520752075
"other","CD45RA",682,900,500,2.25217521752175
"other","CD45RA",600,900,500,2.25227522752275
"other","CD45RA",662,900,500,2.25237523752375
"other","CD45RA",801,900,500,2.25247524752475
"other","CD45RA",529,900,500,2.25257525752575
"other","CD45RA",682,900,500,2.25267526752675
"other","CD45RA",479,900,500,2.25277527752775
"other","CD45RA",774,900,500,2.25287528752875
"other","CD45RA",669,900,500,2.25297529752975
"other","CD45RA",732,900,500,2.25307530753075
"other","CD45RA",643,900,500,2.25317531753175
"other","CD45RA",472,900,500,2.25327532753275
"other","CD45RA",318,900,500,2.25337533753375
"other","CD45RA",641,900,500,2.25347534753475
"other","CD45RA",683,900,500,2.25357535753575
"other","CD45RA",167,900,500,2.25367536753675
"other","CD45RA",345,900,500,2.25377537753775
"other","CD45RA",729,900,500,2.25387538753875
"other","CD45RA",328,900,500,2.25397539753975
"other","CD45RA",421,900,500,2.25407540754075
"other","CD45RA",707,900,500,2.25417541754175
"other","CD45RA",656,900,500,2.25427542754275
"other","CD45RA",149,900,500,2.25437543754375
"other","CD45RA",557,900,500,2.25447544754475
"other","CD45RA",605,900,500,2.25457545754575
"other","CD45RA",203,900,500,2.25467546754675
"other","CD45RA",711,900,500,2.25477547754775
"other","CD45RA",532,900,500,2.25487548754875
"other","CD45RA",300,900,500,2.25497549754976
"other","CD45RA",463,900,500,2.25507550755075
"other","CD45RA",794,900,500,2.25517551755176
"other","CD45RA",670,900,500,2.25527552755276
"other","CD45RA",429,900,500,2.25537553755376
"other","CD45RA",574,900,500,2.25547554755476
"other","CD45RA",617,900,500,2.25557555755576
"other","CD45RA",777,900,500,2.25567556755676
"other","CD45RA",667,900,500,2.25577557755776
"other","CD45RA",701,900,500,2.25587558755876
"other","CD45RA",378,900,500,2.25597559755976
"other","CD45RA",748,900,500,2.25607560756076
"other","CD45RA",188,900,500,2.25617561756176
"other","CD45RA",795,900,500,2.25627562756276
"other","CD45RA",767,900,500,2.25637563756376
"other","CD45RA",763,900,500,2.25647564756476
"other","CD45RA",773,900,500,2.25657565756576
"other","CD45RA",463,900,500,2.25667566756676
"other","CD45RA",298,900,500,2.25677567756776
"other","CD45RA",468,900,500,2.25687568756876
"other","CD45RA",328,900,500,2.25697569756976
"other","CD45RA",660,900,500,2.25707570757076
"other","CD45RA",507,900,500,2.25717571757176
"other","CD45RA",635,900,500,2.25727572757276
"other","CD45RA",760,900,500,2.25737573757376
"other","CD45RA",485,900,500,2.25747574757476
"other","CD45RA",451,900,500,2.25757575757576
"other","CD45RA",260,900,500,2.25767576757676
"other","CD45RA",625,900,500,2.25777577757776
"other","CD45RA",696,900,500,2.25787578757876
"other","CD45RA",603,900,500,2.25797579757976
"other","CD45RA",274,900,500,2.25807580758076
"other","CD45RA",525,900,500,2.25817581758176
"other","CD45RA",373,900,500,2.25827582758276
"other","CD45RA",377,900,500,2.25837583758376
"other","CD45RA",680,900,500,2.25847584758476
"other","CD45RA",256,900,500,2.25857585758576
"other","CD45RA",354,900,500,2.25867586758676
"other","CD45RA",211,900,500,2.25877587758776
"other","CD45RA",690,900,500,2.25887588758876
"other","CD45RA",573,900,500,2.25897589758976
"other","CD45RA",630,900,500,2.25907590759076
"other","CD45RA",523,900,500,2.25917591759176
"other","CD45RA",721,900,500,2.25927592759276
"other","CD45RA",714,900,500,2.25937593759376
"other","CD45RA",672,900,500,2.25947594759476
"other","CD45RA",661,900,500,2.25957595759576
"other","CD45RA",433,900,500,2.25967596759676
"other","CD45RA",743,900,500,2.25977597759776
"other","CD45RA",395,900,500,2.25987598759876
"other","CD45RA",649,900,500,2.25997599759976
"other","CD45RA",486,900,500,2.26007600760076
"other","CD45RA",760,900,500,2.26017601760176
"other","CD45RA",164,900,500,2.26027602760276
"other","CD45RA",194,900,500,2.26037603760376
"other","CD45RA",649,900,500,2.26047604760476
"other","CD45RA",512,900,500,2.26057605760576
"other","CD45RA",335,900,500,2.26067606760676
"other","CD45RA",484,900,500,2.26077607760776
"other","CD45RA",615,900,500,2.26087608760876
"other","CD45RA",590,900,500,2.26097609760976
"other","CD45RA",574,900,500,2.26107610761076
"other","CD45RA",759,900,500,2.26117611761176
"other","CD45RA",624,900,500,2.26127612761276
"other","CD45RA",622,900,500,2.26137613761376
"other","CD45RA",171,900,500,2.26147614761476
"other","CD45RA",600,900,500,2.26157615761576
"other","CD45RA",685,900,500,2.26167616761676
"other","CD45RA",652,900,500,2.26177617761776
"other","CD45RA",263,900,500,2.26187618761876
"other","CD45RA",651,900,500,2.26197619761976
"other","CD45RA",488,900,500,2.26207620762076
"other","CD45RA",292,900,500,2.26217621762176
"other","CD45RA",299,900,500,2.26227622762276
"other","CD45RA",417,900,500,2.26237623762376
"other","CD45RA",202,900,500,2.26247624762476
"other","CD45RA",293,900,500,2.26257625762576
"other","CD45RA",738,900,500,2.26267626762676
"other","CD45RA",660,900,500,2.26277627762776
"other","CD45RA",396,900,500,2.26287628762876
"other","CD45RA",738,900,500,2.26297629762976
"other","CD45RA",194,900,500,2.26307630763076
"other","CD45RA",452,900,500,2.26317631763176
"other","CD45RA",624,900,500,2.26327632763276
"other","CD45RA",636,900,500,2.26337633763376
"other","CD45RA",437,900,500,2.26347634763476
"other","CD45RA",637,900,500,2.26357635763576
"other","CD45RA",745,900,500,2.26367636763676
"other","CD45RA",757,900,500,2.26377637763776
"other","CD45RA",195,900,500,2.26387638763876
"other","CD45RA",457,900,500,2.26397639763976
"other","CD45RA",781,900,500,2.26407640764076
"other","CD45RA",433,900,500,2.26417641764176
"other","CD45RA",713,900,500,2.26427642764276
"other","CD45RA",191,900,500,2.26437643764376
"other","CD45RA",354,900,500,2.26447644764476
"other","CD45RA",578,900,500,2.26457645764576
"other","CD45RA",735,900,500,2.26467646764676
"other","CD45RA",215,900,500,2.26477647764776
"other","CD45RA",512,900,500,2.26487648764877
"other","CD45RA",496,900,500,2.26497649764976
"other","CD45RA",538,900,500,2.26507650765077
"other","CD45RA",204,900,500,2.26517651765177
"other","CD45RA",644,900,500,2.26527652765277
"other","CD45RA",627,900,500,2.26537653765377
"other","CD45RA",753,900,500,2.26547654765477
"other","CD45RA",609,900,500,2.26557655765577
"other","CD45RA",484,900,500,2.26567656765677
"other","CD45RA",554,900,500,2.26577657765777
"other","CD45RA",715,900,500,2.26587658765877
"other","CD45RA",739,900,500,2.26597659765977
"other","CD45RA",621,900,500,2.26607660766077
"other","CD45RA",312,900,500,2.26617661766177
"other","CD45RA",206,900,500,2.26627662766277
"other","CD45RA",365,900,500,2.26637663766377
"other","CD45RA",483,900,500,2.26647664766477
"other","CD45RA",163,900,500,2.26657665766577
"other","CD45RA",731,900,500,2.26667666766677
"other","CD45RA",681,900,500,2.26677667766777
"other","CD45RA",215,900,500,2.26687668766877
"other","CD45RA",512,900,500,2.26697669766977
"other","CD45RA",700,900,500,2.26707670767077
"other","CD45RA",733,900,500,2.26717671767177
"other","CD45RA",657,900,500,2.26727672767277
"other","CD45RA",756,900,500,2.26737673767377
"other","CD45RA",696,900,500,2.26747674767477
"other","CD45RA",370,900,500,2.26757675767577
"other","CD45RA",717,900,500,2.26767676767677
"other","CD45RA",467,900,500,2.26777677767777
"other","CD45RA",566,900,500,2.26787678767877
"other","CD45RA",175,900,500,2.26797679767977
"other","CD45RA",509,900,500,2.26807680768077
"other","CD45RA",171,900,500,2.26817681768177
"other","CD45RA",598,900,500,2.26827682768277
"other","CD45RA",718,900,500,2.26837683768377
"other","CD45RA",620,900,500,2.26847684768477
"other","CD45RA",550,900,500,2.26857685768577
"other","CD45RA",642,900,500,2.26867686768677
"other","CD45RA",791,900,500,2.26877687768777
"other","CD45RA",195,900,500,2.26887688768877
"other","CD45RA",722,900,500,2.26897689768977
"other","CD45RA",615,900,500,2.26907690769077
"other","CD45RA",537,900,500,2.26917691769177
"other","CD45RA",664,900,500,2.26927692769277
"other","CD45RA",333,900,500,2.26937693769377
"other","CD45RA",721,900,500,2.26947694769477
"other","CD45RA",666,900,500,2.26957695769577
"other","CD45RA",768,900,500,2.26967696769677
"other","CD45RA",650,900,500,2.26977697769777
"other","CD45RA",592,900,500,2.26987698769877
"other","CD45RA",574,900,500,2.26997699769977
"other","CD45RA",631,900,500,2.27007700770077
"other","CD45RA",762,900,500,2.27017701770177
"other","CD45RA",271,900,500,2.27027702770277
"other","CD45RA",480,900,500,2.27037703770377
"other","CD45RA",574,900,500,2.27047704770477
"other","CD45RA",325,900,500,2.27057705770577
"other","CD45RA",733,900,500,2.27067706770677
"other","CD45RA",299,900,500,2.27077707770777
"other","CD45RA",724,900,500,2.27087708770877
"other","CD45RA",727,900,500,2.27097709770977
"other","CD45RA",689,900,500,2.27107710771077
"other","CD45RA",242,900,500,2.27117711771177
"other","CD45RA",176,900,500,2.27127712771277
"other","CD45RA",626,900,500,2.27137713771377
"other","CD45RA",145,900,500,2.27147714771477
"other","CD45RA",819,900,500,2.27157715771577
"other","CD45RA",515,900,500,2.27167716771677
"other","CD45RA",700,900,500,2.27177717771777
"other","CD45RA",234,900,500,2.27187718771877
"other","CD45RA",713,900,500,2.27197719771977
"other","CD45RA",423,900,500,2.27207720772077
"other","CD45RA",198,900,500,2.27217721772177
"other","CD45RA",235,900,500,2.27227722772277
"other","CD45RA",711,900,500,2.27237723772377
"other","CD45RA",712,900,500,2.27247724772477
"other","CD45RA",626,900,500,2.27257725772577
"other","CD45RA",656,900,500,2.27267726772677
"other","CD45RA",316,900,500,2.27277727772777
"other","CD45RA",360,900,500,2.27287728772877
"other","CD45RA",400,900,500,2.27297729772977
"other","CD45RA",267,900,500,2.27307730773077
"other","CD45RA",682,900,500,2.27317731773177
"other","CD45RA",652,900,500,2.27327732773277
"other","CD45RA",350,900,500,2.27337733773377
"other","CD45RA",750,900,500,2.27347734773477
"other","CD45RA",690,900,500,2.27357735773577
"other","CD45RA",172,900,500,2.27367736773677
"other","CD45RA",738,900,500,2.27377737773777
"other","CD45RA",581,900,500,2.27387738773877
"other","CD45RA",617,900,500,2.27397739773977
"other","CD45RA",645,900,500,2.27407740774077
"other","CD45RA",722,900,500,2.27417741774177
"other","CD45RA",494,900,500,2.27427742774277
"other","CD45RA",758,900,500,2.27437743774377
"other","CD45RA",590,900,500,2.27447744774477
"other","CD45RA",653,900,500,2.27457745774577
"other","CD45RA",206,900,500,2.27467746774677
"other","CD45RA",678,900,500,2.27477747774777
"other","CD45RA",730,900,500,2.27487748774877
"other","CD45RA",196,900,500,2.27497749774977
"other","CD45RA",513,900,500,2.27507750775078
"other","CD45RA",712,900,500,2.27517751775178
"other","CD45RA",615,900,500,2.27527752775278
"other","CD45RA",666,900,500,2.27537753775378
"other","CD45RA",216,900,500,2.27547754775478
"other","CD45RA",435,900,500,2.27557755775578
"other","CD45RA",778,900,500,2.27567756775678
"other","CD45RA",660,900,500,2.27577757775778
"other","CD45RA",340,900,500,2.27587758775878
"other","CD45RA",230,900,500,2.27597759775978
"other","CD45RA",130,900,500,2.27607760776078
"other","CD45RA",296,900,500,2.27617761776178
"other","CD45RA",760,900,500,2.27627762776278
"other","CD45RA",298,900,500,2.27637763776378
"other","CD45RA",496,900,500,2.27647764776478
"other","CD45RA",729,900,500,2.27657765776578
"other","CD45RA",568,900,500,2.27667766776678
"other","CD45RA",541,900,500,2.27677767776778
"other","CD45RA",208,900,500,2.27687768776878
"other","CD45RA",626,900,500,2.27697769776978
"other","CD45RA",561,900,500,2.27707770777078
"other","CD45RA",183,900,500,2.27717771777178
"other","CD45RA",736,900,500,2.27727772777278
"other","CD45RA",727,900,500,2.27737773777378
"other","CD45RA",724,900,500,2.27747774777478
"other","CD45RA",796,900,500,2.27757775777578
"other","CD45RA",236,900,500,2.27767776777678
"other","CD45RA",626,900,500,2.27777777777778
"other","CD45RA",652,900,500,2.27787778777878
"other","CD45RA",377,900,500,2.27797779777978
"other","CD45RA",353,900,500,2.27807780778078
"other","CD45RA",729,900,500,2.27817781778178
"other","CD45RA",411,900,500,2.27827782778278
"other","CD45RA",495,900,500,2.27837783778378
"other","CD45RA",345,900,500,2.27847784778478
"other","CD45RA",672,900,500,2.27857785778578
"other","CD45RA",601,900,500,2.27867786778678
"other","CD45RA",779,900,500,2.27877787778778
"other","CD45RA",329,900,500,2.27887788778878
"other","CD45RA",172,900,500,2.27897789778978
"other","CD45RA",184,900,500,2.27907790779078
"other","CD45RA",203,900,500,2.27917791779178
"other","CD45RA",175,900,500,2.27927792779278
"other","CD45RA",742,900,500,2.27937793779378
"other","CD45RA",327,900,500,2.27947794779478
"other","CD45RA",426,900,500,2.27957795779578
"other","CD45RA",247,900,500,2.27967796779678
"other","CD45RA",139,900,500,2.27977797779778
"other","CD45RA",291,900,500,2.27987798779878
"other","CD45RA",242,900,500,2.27997799779978
"other","CD45RA",628,900,500,2.28007800780078
"other","CD45RA",682,900,500,2.28017801780178
"other","CD45RA",697,900,500,2.28027802780278
"other","CD45RA",777,900,500,2.28037803780378
"other","CD45RA",671,900,500,2.28047804780478
"other","CD45RA",235,900,500,2.28057805780578
"other","CD45RA",241,900,500,2.28067806780678
"other","CD45RA",696,900,500,2.28077807780778
"other","CD45RA",634,900,500,2.28087808780878
"other","CD45RA",617,900,500,2.28097809780978
"other","CD45RA",443,900,500,2.28107810781078
"other","CD45RA",506,900,500,2.28117811781178
"other","CD45RA",377,900,500,2.28127812781278
"other","CD45RA",255,900,500,2.28137813781378
"other","CD45RA",220,900,500,2.28147814781478
"other","CD45RA",744,900,500,2.28157815781578
"other","CD45RA",599,900,500,2.28167816781678
"other","CD45RA",673,900,500,2.28177817781778
"other","CD45RA",572,900,500,2.28187818781878
"other","CD45RA",645,900,500,2.28197819781978
"other","CD45RA",192,900,500,2.28207820782078
"other","CD45RA",199,900,500,2.28217821782178
"other","CD45RA",649,900,500,2.28227822782278
"other","CD45RA",692,900,500,2.28237823782378
"other","CD45RA",460,900,500,2.28247824782478
"other","CD45RA",666,900,500,2.28257825782578
"other","CD45RA",679,900,500,2.28267826782678
"other","CD45RA",636,900,500,2.28277827782778
"other","CD45RA",763,900,500,2.28287828782878
"other","CD45RA",684,900,500,2.28297829782978
"other","CD45RA",572,900,500,2.28307830783078
"other","CD45RA",413,900,500,2.28317831783178
"other","CD45RA",305,900,500,2.28327832783278
"other","CD45RA",716,900,500,2.28337833783378
"other","CD45RA",658,900,500,2.28347834783478
"other","CD45RA",637,900,500,2.28357835783578
"other","CD45RA",667,900,500,2.28367836783678
"other","CD45RA",218,900,500,2.28377837783778
"other","CD45RA",200,900,500,2.28387838783878
"other","CD45RA",703,900,500,2.28397839783978
"other","CD45RA",752,900,500,2.28407840784078
"other","CD45RA",244,900,500,2.28417841784178
"other","CD45RA",686,900,500,2.28427842784278
"other","CD45RA",659,900,500,2.28437843784378
"other","CD45RA",631,900,500,2.28447844784478
"other","CD45RA",225,900,500,2.28457845784578
"other","CD45RA",477,900,500,2.28467846784678
"other","CD45RA",628,900,500,2.28477847784778
"other","CD45RA",255,900,500,2.28487848784878
"other","CD45RA",692,900,500,2.28497849784979
"other","CD45RA",699,900,500,2.28507850785078
"other","CD45RA",620,900,500,2.28517851785179
"other","CD45RA",709,900,500,2.28527852785279
"other","CD45RA",195,900,500,2.28537853785379
"other","CD45RA",171,900,500,2.28547854785479
"other","CD45RA",420,900,500,2.28557855785579
"other","CD45RA",190,900,500,2.28567856785679
"other","CD45RA",376,900,500,2.28577857785779
"other","CD45RA",263,900,500,2.28587858785879
"other","CD45RA",680,900,500,2.28597859785979
"other","CD45RA",409,900,500,2.28607860786079
"other","CD45RA",275,900,500,2.28617861786179
"other","CD45RA",470,900,500,2.28627862786279
"other","CD45RA",729,900,500,2.28637863786379
"other","CD45RA",668,900,500,2.28647864786479
"other","CD45RA",308,900,500,2.28657865786579
"other","CD45RA",147,900,500,2.28667866786679
"other","CD45RA",289,900,500,2.28677867786779
"other","CD45RA",646,900,500,2.28687868786879
"other","CD45RA",754,900,500,2.28697869786979
"other","CD45RA",599,900,500,2.28707870787079
"other","CD45RA",155,900,500,2.28717871787179
"other","CD45RA",614,900,500,2.28727872787279
"other","CD45RA",144,900,500,2.28737873787379
"other","CD45RA",712,900,500,2.28747874787479
"other","CD45RA",182,900,500,2.28757875787579
"other","CD45RA",310,900,500,2.28767876787679
"other","CD45RA",556,900,500,2.28777877787779
"other","CD45RA",675,900,500,2.28787878787879
"other","CD45RA",470,900,500,2.28797879787979
"other","CD45RA",146,900,500,2.28807880788079
"other","CD45RA",586,900,500,2.28817881788179
"other","CD45RA",157,900,500,2.28827882788279
"other","CD45RA",644,900,500,2.28837883788379
"other","CD45RA",588,900,500,2.28847884788479
"other","CD45RA",751,900,500,2.28857885788579
"other","CD45RA",709,900,500,2.28867886788679
"other","CD45RA",336,900,500,2.28877887788779
"other","CD45RA",210,900,500,2.28887888788879
"other","CD45RA",452,900,500,2.28897889788979
"other","CD45RA",681,900,500,2.28907890789079
"other","CD45RA",729,900,500,2.28917891789179
"other","CD45RA",508,900,500,2.28927892789279
"other","CD45RA",225,900,500,2.28937893789379
"other","CD45RA",532,900,500,2.28947894789479
"other","CD45RA",505,900,500,2.28957895789579
"other","CD45RA",768,900,500,2.28967896789679
"other","CD45RA",651,900,500,2.28977897789779
"other","CD45RA",609,900,500,2.28987898789879
"other","CD45RA",271,900,500,2.28997899789979
"other","CD45RA",712,900,500,2.29007900790079
"other","CD45RA",663,900,500,2.29017901790179
"other","CD45RA",242,900,500,2.29027902790279
"other","CD45RA",191,900,500,2.29037903790379
"other","CD45RA",694,900,500,2.29047904790479
"other","CD45RA",168,900,500,2.29057905790579
"other","CD45RA",770,900,500,2.29067906790679
"other","CD45RA",807,900,500,2.29077907790779
"other","CD45RA",209,900,500,2.29087908790879
"other","CD45RA",219,900,500,2.29097909790979
"other","CD45RA",444,900,500,2.29107910791079
"other","CD45RA",293,900,500,2.29117911791179
"other","CD45RA",466,900,500,2.29127912791279
"other","CD45RA",676,900,500,2.29137913791379
"other","CD45RA",515,900,500,2.29147914791479
"other","CD45RA",787,900,500,2.29157915791579
"other","CD45RA",567,900,500,2.29167916791679
"other","CD45RA",650,900,500,2.29177917791779
"other","CD45RA",287,900,500,2.29187918791879
"other","CD45RA",577,900,500,2.29197919791979
"other","CD45RA",431,900,500,2.29207920792079
"other","CD45RA",615,900,500,2.29217921792179
"other","CD45RA",657,900,500,2.29227922792279
"other","CD45RA",596,900,500,2.29237923792379
"other","CD45RA",193,900,500,2.29247924792479
"other","CD45RA",677,900,500,2.29257925792579
"other","CD45RA",739,900,500,2.29267926792679
"other","CD45RA",778,900,500,2.29277927792779
"other","CD45RA",618,900,500,2.29287928792879
"other","CD45RA",760,900,500,2.29297929792979
"other","CD45RA",375,900,500,2.29307930793079
"other","CD45RA",815,900,500,2.29317931793179
"other","CD45RA",572,900,500,2.29327932793279
"other","CD45RA",685,900,500,2.29337933793379
"other","CD45RA",650,900,500,2.29347934793479
"other","CD45RA",498,900,500,2.29357935793579
"other","CD45RA",625,900,500,2.29367936793679
"other","CD45RA",696,900,500,2.29377937793779
"other","CD45RA",707,900,500,2.29387938793879
"other","CD45RA",741,900,500,2.29397939793979
"other","CD45RA",356,900,500,2.29407940794079
"other","CD45RA",658,900,500,2.29417941794179
"other","CD45RA",703,900,500,2.29427942794279
"other","CD45RA",532,900,500,2.29437943794379
"other","CD45RA",733,900,500,2.29447944794479
"other","CD45RA",684,900,500,2.29457945794579
"other","CD45RA",632,900,500,2.29467946794679
"other","CD45RA",721,900,500,2.29477947794779
"other","CD45RA",518,900,500,2.2948794879488
"other","CD45RA",188,900,500,2.29497949794979
"other","CD45RA",235,900,500,2.2950795079508
"other","CD45RA",534,900,500,2.2951795179518
"other","CD45RA",779,900,500,2.2952795279528
"other","CD45RA",185,900,500,2.2953795379538
"other","CD45RA",678,900,500,2.2954795479548
"other","CD45RA",625,900,500,2.2955795579558
"other","CD45RA",259,900,500,2.2956795679568
"other","CD45RA",792,900,500,2.2957795779578
"other","CD45RA",298,900,500,2.2958795879588
"other","CD45RA",610,900,500,2.2959795979598
