"Population","variable","value","maxVals","minVals","numVariable"
"focus","KLRG1",319,NA,NA,2.55350535053505
"focus","KLRG1",334,NA,NA,2.55360536053605
"focus","KLRG1",344,NA,NA,2.55370537053705
"focus","KLRG1",300,NA,NA,2.55380538053805
"focus","KLRG1",330,NA,NA,2.55390539053905
"focus","KLRG1",287,NA,NA,2.55400540054005
"focus","KLRG1",294,NA,NA,2.55410541054105
"focus","KLRG1",314,NA,NA,2.55420542054205
"focus","KLRG1",315,NA,NA,2.55430543054305
"focus","KLRG1",306,NA,NA,2.55440544054405
"focus","KLRG1",336,NA,NA,2.55450545054505
"focus","KLRG1",362,NA,NA,2.55460546054605
"focus","KLRG1",338,NA,NA,2.55470547054705
"focus","KLRG1",274,NA,NA,2.55480548054805
"focus","KLRG1",321,NA,NA,2.55490549054905
"focus","KLRG1",322,NA,NA,2.55500550055006
"focus","KLRG1",296,NA,NA,2.55510551055105
"focus","KLRG1",309,NA,NA,2.55520552055206
"focus","KLRG1",346,NA,NA,2.55530553055306
"focus","KLRG1",335,NA,NA,2.55540554055406
"focus","KLRG1",303,NA,NA,2.55550555055506
"focus","KLRG1",311,NA,NA,2.55560556055606
"focus","KLRG1",322,NA,NA,2.55570557055706
"focus","KLRG1",397,NA,NA,2.55580558055806
"focus","KLRG1",294,NA,NA,2.55590559055906
"focus","KLRG1",311,NA,NA,2.55600560056006
"focus","KLRG1",311,NA,NA,2.55610561056106
"focus","KLRG1",282,NA,NA,2.55620562056206
"focus","KLRG1",362,NA,NA,2.55630563056306
"focus","KLRG1",302,NA,NA,2.55640564056406
"focus","KLRG1",339,NA,NA,2.55650565056506
"focus","KLRG1",351,NA,NA,2.55660566056606
"focus","KLRG1",312,NA,NA,2.55670567056706
"focus","KLRG1",354,NA,NA,2.55680568056806
"focus","KLRG1",397,NA,NA,2.55690569056906
"focus","KLRG1",315,NA,NA,2.55700570057006
"focus","KLRG1",310,NA,NA,2.55710571057106
"focus","KLRG1",290,NA,NA,2.55720572057206
"focus","KLRG1",363,NA,NA,2.55730573057306
"focus","KLRG1",276,NA,NA,2.55740574057406
"focus","KLRG1",323,NA,NA,2.55750575057506
"focus","KLRG1",291,NA,NA,2.55760576057606
"focus","KLRG1",299,NA,NA,2.55770577057706
"focus","KLRG1",337,NA,NA,2.55780578057806
"focus","KLRG1",324,NA,NA,2.55790579057906
"focus","KLRG1",344,NA,NA,2.55800580058006
"focus","KLRG1",305,NA,NA,2.55810581058106
"focus","KLRG1",316,NA,NA,2.55820582058206
"focus","KLRG1",300,NA,NA,2.55830583058306
"focus","KLRG1",266,NA,NA,2.55840584058406
"focus","KLRG1",301,NA,NA,2.55850585058506
"focus","KLRG1",310,NA,NA,2.55860586058606
"focus","KLRG1",286,NA,NA,2.55870587058706
"focus","KLRG1",323,NA,NA,2.55880588058806
"focus","KLRG1",293,NA,NA,2.55890589058906
"focus","KLRG1",334,NA,NA,2.55900590059006
"focus","KLRG1",306,NA,NA,2.55910591059106
"focus","KLRG1",314,NA,NA,2.55920592059206
"focus","KLRG1",253,NA,NA,2.55930593059306
"focus","KLRG1",324,NA,NA,2.55940594059406
"focus","KLRG1",312,NA,NA,2.55950595059506
"focus","KLRG1",335,NA,NA,2.55960596059606
"focus","KLRG1",294,NA,NA,2.55970597059706
"focus","KLRG1",286,NA,NA,2.55980598059806
"focus","KLRG1",290,NA,NA,2.55990599059906
"focus","KLRG1",302,NA,NA,2.56000600060006
"focus","KLRG1",306,NA,NA,2.56010601060106
"focus","KLRG1",338,NA,NA,2.56020602060206
"focus","KLRG1",360,NA,NA,2.56030603060306
"focus","KLRG1",294,NA,NA,2.56040604060406
"focus","KLRG1",252,NA,NA,2.56050605060506
"focus","KLRG1",289,NA,NA,2.56060606060606
"focus","KLRG1",314,NA,NA,2.56070607060706
"focus","KLRG1",375,NA,NA,2.56080608060806
"focus","KLRG1",337,NA,NA,2.56090609060906
"focus","KLRG1",253,NA,NA,2.56100610061006
"focus","KLRG1",334,NA,NA,2.56110611061106
"focus","KLRG1",326,NA,NA,2.56120612061206
"focus","KLRG1",338,NA,NA,2.56130613061306
"focus","KLRG1",337,NA,NA,2.56140614061406
"focus","KLRG1",292,NA,NA,2.56150615061506
"focus","KLRG1",304,NA,NA,2.56160616061606
"focus","KLRG1",307,NA,NA,2.56170617061706
"focus","KLRG1",339,NA,NA,2.56180618061806
"focus","KLRG1",337,NA,NA,2.56190619061906
"focus","KLRG1",305,NA,NA,2.56200620062006
"focus","KLRG1",325,NA,NA,2.56210621062106
"focus","KLRG1",294,NA,NA,2.56220622062206
"focus","KLRG1",297,NA,NA,2.56230623062306
"focus","KLRG1",284,NA,NA,2.56240624062406
"focus","KLRG1",280,NA,NA,2.56250625062506
"focus","KLRG1",307,NA,NA,2.56260626062606
"focus","KLRG1",277,NA,NA,2.56270627062706
"focus","KLRG1",367,NA,NA,2.56280628062806
"focus","KLRG1",291,NA,NA,2.56290629062906
"focus","KLRG1",322,NA,NA,2.56300630063006
"focus","KLRG1",312,NA,NA,2.56310631063106
"focus","KLRG1",261,NA,NA,2.56320632063206
"focus","KLRG1",240,NA,NA,2.56330633063306
"focus","KLRG1",351,NA,NA,2.56340634063406
"focus","KLRG1",314,NA,NA,2.56350635063506
"focus","KLRG1",279,NA,NA,2.56360636063606
"focus","KLRG1",350,NA,NA,2.56370637063706
"focus","KLRG1",338,NA,NA,2.56380638063806
"focus","KLRG1",318,NA,NA,2.56390639063906
"focus","KLRG1",337,NA,NA,2.56400640064006
"focus","KLRG1",319,NA,NA,2.56410641064106
"focus","KLRG1",316,NA,NA,2.56420642064206
"focus","KLRG1",303,NA,NA,2.56430643064306
"focus","KLRG1",312,NA,NA,2.56440644064406
"focus","KLRG1",337,NA,NA,2.56450645064506
"focus","KLRG1",295,NA,NA,2.56460646064606
"focus","KLRG1",393,NA,NA,2.56470647064706
"focus","KLRG1",273,NA,NA,2.56480648064806
"focus","KLRG1",316,NA,NA,2.56490649064907
"focus","KLRG1",301,NA,NA,2.56500650065006
"focus","KLRG1",326,NA,NA,2.56510651065107
"focus","KLRG1",294,NA,NA,2.56520652065207
"focus","KLRG1",339,NA,NA,2.56530653065307
"focus","KLRG1",350,NA,NA,2.56540654065407
"focus","KLRG1",334,NA,NA,2.56550655065507
"focus","KLRG1",299,NA,NA,2.56560656065607
"focus","KLRG1",315,NA,NA,2.56570657065707
"focus","KLRG1",311,NA,NA,2.56580658065807
"focus","KLRG1",336,NA,NA,2.56590659065907
"focus","KLRG1",324,NA,NA,2.56600660066007
"focus","KLRG1",265,NA,NA,2.56610661066107
"focus","KLRG1",345,NA,NA,2.56620662066207
"focus","KLRG1",329,NA,NA,2.56630663066307
"focus","KLRG1",303,NA,NA,2.56640664066407
"focus","KLRG1",270,NA,NA,2.56650665066507
"focus","KLRG1",310,NA,NA,2.56660666066607
"focus","KLRG1",343,NA,NA,2.56670667066707
"focus","KLRG1",285,NA,NA,2.56680668066807
"focus","KLRG1",280,NA,NA,2.56690669066907
"focus","KLRG1",255,NA,NA,2.56700670067007
"focus","KLRG1",308,NA,NA,2.56710671067107
"focus","KLRG1",324,NA,NA,2.56720672067207
"focus","KLRG1",317,NA,NA,2.56730673067307
"focus","KLRG1",329,NA,NA,2.56740674067407
"focus","KLRG1",282,NA,NA,2.56750675067507
"focus","KLRG1",376,NA,NA,2.56760676067607
"focus","KLRG1",325,NA,NA,2.56770677067707
"focus","KLRG1",311,NA,NA,2.56780678067807
"focus","KLRG1",274,NA,NA,2.56790679067907
"focus","KLRG1",307,NA,NA,2.56800680068007
"focus","KLRG1",322,NA,NA,2.56810681068107
"focus","KLRG1",321,NA,NA,2.56820682068207
"focus","KLRG1",298,NA,NA,2.56830683068307
"focus","KLRG1",328,NA,NA,2.56840684068407
"focus","KLRG1",353,NA,NA,2.56850685068507
"focus","KLRG1",353,NA,NA,2.56860686068607
"focus","KLRG1",270,NA,NA,2.56870687068707
"focus","KLRG1",328,NA,NA,2.56880688068807
"focus","KLRG1",319,NA,NA,2.56890689068907
"focus","KLRG1",300,NA,NA,2.56900690069007
"focus","KLRG1",269,NA,NA,2.56910691069107
"focus","KLRG1",337,NA,NA,2.56920692069207
"focus","KLRG1",367,NA,NA,2.56930693069307
"focus","KLRG1",299,NA,NA,2.56940694069407
"focus","KLRG1",349,NA,NA,2.56950695069507
"focus","KLRG1",334,NA,NA,2.56960696069607
"focus","KLRG1",331,NA,NA,2.56970697069707
"focus","KLRG1",341,NA,NA,2.56980698069807
"focus","KLRG1",348,NA,NA,2.56990699069907
"focus","KLRG1",324,NA,NA,2.57000700070007
"focus","KLRG1",361,NA,NA,2.57010701070107
"focus","KLRG1",288,NA,NA,2.57020702070207
"focus","KLRG1",286,NA,NA,2.57030703070307
"focus","KLRG1",307,NA,NA,2.57040704070407
"focus","KLRG1",260,NA,NA,2.57050705070507
"focus","KLRG1",294,NA,NA,2.57060706070607
"focus","KLRG1",315,NA,NA,2.57070707070707
"focus","KLRG1",336,NA,NA,2.57080708070807
"focus","KLRG1",319,NA,NA,2.57090709070907
"focus","KLRG1",364,NA,NA,2.57100710071007
"focus","KLRG1",283,NA,NA,2.57110711071107
"focus","KLRG1",362,NA,NA,2.57120712071207
"focus","KLRG1",318,NA,NA,2.57130713071307
"focus","KLRG1",333,NA,NA,2.57140714071407
"focus","KLRG1",327,NA,NA,2.57150715071507
"focus","KLRG1",308,NA,NA,2.57160716071607
"focus","KLRG1",318,NA,NA,2.57170717071707
"focus","KLRG1",311,NA,NA,2.57180718071807
"focus","KLRG1",318,NA,NA,2.57190719071907
"focus","KLRG1",273,NA,NA,2.57200720072007
"focus","KLRG1",279,NA,NA,2.57210721072107
"focus","KLRG1",319,NA,NA,2.57220722072207
"focus","KLRG1",304,NA,NA,2.57230723072307
"focus","KLRG1",331,NA,NA,2.57240724072407
"focus","KLRG1",291,NA,NA,2.57250725072507
"focus","KLRG1",331,NA,NA,2.57260726072607
"focus","KLRG1",298,NA,NA,2.57270727072707
"focus","KLRG1",310,NA,NA,2.57280728072807
"focus","KLRG1",319,NA,NA,2.57290729072907
"focus","KLRG1",272,NA,NA,2.57300730073007
"focus","KLRG1",305,NA,NA,2.57310731073107
"focus","KLRG1",326,NA,NA,2.57320732073207
"focus","KLRG1",313,NA,NA,2.57330733073307
"focus","KLRG1",364,NA,NA,2.57340734073407
"focus","KLRG1",333,NA,NA,2.57350735073507
"focus","KLRG1",318,NA,NA,2.57360736073607
"focus","KLRG1",355,NA,NA,2.57370737073707
"focus","KLRG1",347,NA,NA,2.57380738073807
"focus","KLRG1",331,NA,NA,2.57390739073907
"focus","KLRG1",332,NA,NA,2.57400740074007
"focus","KLRG1",379,NA,NA,2.57410741074107
"focus","KLRG1",358,NA,NA,2.57420742074207
"focus","KLRG1",261,NA,NA,2.57430743074307
"focus","KLRG1",282,NA,NA,2.57440744074407
"focus","KLRG1",344,NA,NA,2.57450745074507
"focus","KLRG1",307,NA,NA,2.57460746074607
"focus","KLRG1",327,NA,NA,2.57470747074707
"focus","KLRG1",368,NA,NA,2.57480748074807
"focus","KLRG1",294,NA,NA,2.57490749074907
"focus","KLRG1",330,NA,NA,2.57500750075008
"focus","KLRG1",281,NA,NA,2.57510751075108
"focus","KLRG1",288,NA,NA,2.57520752075208
"focus","KLRG1",328,NA,NA,2.57530753075308
"focus","KLRG1",328,NA,NA,2.57540754075408
"focus","KLRG1",275,NA,NA,2.57550755075508
"focus","KLRG1",327,NA,NA,2.57560756075608
"focus","KLRG1",349,NA,NA,2.57570757075708
"focus","KLRG1",340,NA,NA,2.57580758075808
"focus","KLRG1",310,NA,NA,2.57590759075908
"focus","KLRG1",306,NA,NA,2.57600760076008
"focus","KLRG1",336,NA,NA,2.57610761076108
"focus","KLRG1",320,NA,NA,2.57620762076208
"focus","KLRG1",350,NA,NA,2.57630763076308
"focus","KLRG1",299,NA,NA,2.57640764076408
"focus","KLRG1",295,NA,NA,2.57650765076508
"focus","KLRG1",300,NA,NA,2.57660766076608
"focus","KLRG1",338,NA,NA,2.57670767076708
"focus","KLRG1",290,NA,NA,2.57680768076808
"focus","KLRG1",314,NA,NA,2.57690769076908
"focus","KLRG1",321,NA,NA,2.57700770077008
"focus","KLRG1",320,NA,NA,2.57710771077108
"focus","KLRG1",308,NA,NA,2.57720772077208
"focus","KLRG1",310,NA,NA,2.57730773077308
"focus","KLRG1",295,NA,NA,2.57740774077408
"focus","KLRG1",325,NA,NA,2.57750775077508
"focus","KLRG1",324,NA,NA,2.57760776077608
"focus","KLRG1",303,NA,NA,2.57770777077708
"focus","KLRG1",332,NA,NA,2.57780778077808
"focus","KLRG1",324,NA,NA,2.57790779077908
"focus","KLRG1",311,NA,NA,2.57800780078008
"focus","KLRG1",329,NA,NA,2.57810781078108
"focus","KLRG1",311,NA,NA,2.57820782078208
"focus","KLRG1",292,NA,NA,2.57830783078308
"focus","KLRG1",327,NA,NA,2.57840784078408
"focus","KLRG1",318,NA,NA,2.57850785078508
"focus","KLRG1",338,NA,NA,2.57860786078608
"focus","KLRG1",326,NA,NA,2.57870787078708
"focus","KLRG1",295,NA,NA,2.57880788078808
"focus","KLRG1",321,NA,NA,2.57890789078908
"focus","KLRG1",329,NA,NA,2.57900790079008
"focus","KLRG1",294,NA,NA,2.57910791079108
"focus","KLRG1",273,NA,NA,2.57920792079208
"focus","KLRG1",285,NA,NA,2.57930793079308
"focus","KLRG1",311,NA,NA,2.57940794079408
"focus","KLRG1",328,NA,NA,2.57950795079508
"focus","KLRG1",318,NA,NA,2.57960796079608
"focus","KLRG1",336,NA,NA,2.57970797079708
"focus","KLRG1",330,NA,NA,2.57980798079808
"focus","KLRG1",295,NA,NA,2.57990799079908
"focus","KLRG1",385,NA,NA,2.58000800080008
"focus","KLRG1",325,NA,NA,2.58010801080108
"focus","KLRG1",308,NA,NA,2.58020802080208
"focus","KLRG1",314,NA,NA,2.58030803080308
"focus","KLRG1",311,NA,NA,2.58040804080408
"focus","KLRG1",289,NA,NA,2.58050805080508
"focus","KLRG1",346,NA,NA,2.58060806080608
"focus","KLRG1",320,NA,NA,2.58070807080708
"focus","KLRG1",317,NA,NA,2.58080808080808
"focus","KLRG1",287,NA,NA,2.58090809080908
"focus","KLRG1",310,NA,NA,2.58100810081008
"focus","KLRG1",308,NA,NA,2.58110811081108
"focus","KLRG1",320,NA,NA,2.58120812081208
"focus","KLRG1",305,NA,NA,2.58130813081308
"focus","KLRG1",361,NA,NA,2.58140814081408
"focus","KLRG1",297,NA,NA,2.58150815081508
"focus","KLRG1",309,NA,NA,2.58160816081608
"focus","KLRG1",295,NA,NA,2.58170817081708
"focus","KLRG1",275,NA,NA,2.58180818081808
"focus","KLRG1",331,NA,NA,2.58190819081908
"focus","KLRG1",340,NA,NA,2.58200820082008
"focus","KLRG1",326,NA,NA,2.58210821082108
"focus","KLRG1",316,NA,NA,2.58220822082208
"focus","KLRG1",337,NA,NA,2.58230823082308
"focus","KLRG1",298,NA,NA,2.58240824082408
"focus","KLRG1",323,NA,NA,2.58250825082508
"focus","KLRG1",305,NA,NA,2.58260826082608
"focus","KLRG1",296,NA,NA,2.58270827082708
"focus","KLRG1",305,NA,NA,2.58280828082808
"focus","KLRG1",344,NA,NA,2.58290829082908
"focus","KLRG1",312,NA,NA,2.58300830083008
"focus","KLRG1",310,NA,NA,2.58310831083108
"focus","KLRG1",276,NA,NA,2.58320832083208
"focus","KLRG1",325,NA,NA,2.58330833083308
"focus","KLRG1",367,NA,NA,2.58340834083408
"focus","KLRG1",388,NA,NA,2.58350835083508
"focus","KLRG1",295,NA,NA,2.58360836083608
"focus","KLRG1",288,NA,NA,2.58370837083708
"focus","KLRG1",313,NA,NA,2.58380838083808
"focus","KLRG1",308,NA,NA,2.58390839083908
"focus","KLRG1",310,NA,NA,2.58400840084008
"focus","KLRG1",302,NA,NA,2.58410841084108
"focus","KLRG1",301,NA,NA,2.58420842084208
"focus","KLRG1",330,NA,NA,2.58430843084308
"focus","KLRG1",346,NA,NA,2.58440844084408
"focus","KLRG1",321,NA,NA,2.58450845084508
"focus","KLRG1",336,NA,NA,2.58460846084608
"focus","KLRG1",250,NA,NA,2.58470847084708
"focus","KLRG1",325,NA,NA,2.58480848084808
"focus","KLRG1",338,NA,NA,2.58490849084908
"focus","KLRG1",325,NA,NA,2.58500850085009
"focus","KLRG1",336,NA,NA,2.58510851085108
"focus","KLRG1",263,NA,NA,2.58520852085209
"focus","KLRG1",353,NA,NA,2.58530853085309
"focus","KLRG1",322,NA,NA,2.58540854085409
"focus","KLRG1",335,NA,NA,2.58550855085509
"focus","KLRG1",321,NA,NA,2.58560856085609
"focus","KLRG1",280,NA,NA,2.58570857085709
"focus","KLRG1",376,NA,NA,2.58580858085809
"focus","KLRG1",341,NA,NA,2.58590859085909
"focus","KLRG1",313,NA,NA,2.58600860086009
"focus","KLRG1",333,NA,NA,2.58610861086109
"focus","KLRG1",344,NA,NA,2.58620862086209
"focus","KLRG1",339,NA,NA,2.58630863086309
"focus","KLRG1",316,NA,NA,2.58640864086409
"focus","KLRG1",315,NA,NA,2.58650865086509
"focus","KLRG1",288,NA,NA,2.58660866086609
"focus","KLRG1",328,NA,NA,2.58670867086709
"focus","KLRG1",302,NA,NA,2.58680868086809
"focus","KLRG1",333,NA,NA,2.58690869086909
"focus","KLRG1",328,NA,NA,2.58700870087009
"focus","KLRG1",317,NA,NA,2.58710871087109
"focus","KLRG1",338,NA,NA,2.58720872087209
"focus","KLRG1",348,NA,NA,2.58730873087309
"focus","KLRG1",283,NA,NA,2.58740874087409
"focus","KLRG1",310,NA,NA,2.58750875087509
"focus","KLRG1",336,NA,NA,2.58760876087609
"focus","KLRG1",313,NA,NA,2.58770877087709
"focus","KLRG1",291,NA,NA,2.58780878087809
"focus","KLRG1",277,NA,NA,2.58790879087909
"focus","KLRG1",369,NA,NA,2.58800880088009
"focus","KLRG1",347,NA,NA,2.58810881088109
"focus","KLRG1",297,NA,NA,2.58820882088209
"focus","KLRG1",347,NA,NA,2.58830883088309
"focus","KLRG1",298,NA,NA,2.58840884088409
"focus","KLRG1",359,NA,NA,2.58850885088509
"focus","KLRG1",309,NA,NA,2.58860886088609
"focus","KLRG1",316,NA,NA,2.58870887088709
"focus","KLRG1",321,NA,NA,2.58880888088809
"focus","KLRG1",300,NA,NA,2.58890889088909
"focus","KLRG1",323,NA,NA,2.58900890089009
"focus","KLRG1",260,NA,NA,2.58910891089109
"focus","KLRG1",285,NA,NA,2.58920892089209
"focus","KLRG1",297,NA,NA,2.58930893089309
"focus","KLRG1",268,NA,NA,2.58940894089409
"focus","KLRG1",346,NA,NA,2.58950895089509
"focus","KLRG1",308,NA,NA,2.58960896089609
"focus","KLRG1",297,NA,NA,2.58970897089709
"focus","KLRG1",370,NA,NA,2.58980898089809
"focus","KLRG1",313,NA,NA,2.58990899089909
"focus","KLRG1",275,NA,NA,2.59000900090009
"focus","KLRG1",343,NA,NA,2.59010901090109
"focus","KLRG1",294,NA,NA,2.59020902090209
"focus","KLRG1",325,NA,NA,2.59030903090309
"focus","KLRG1",320,NA,NA,2.59040904090409
"focus","KLRG1",341,NA,NA,2.59050905090509
"focus","KLRG1",363,NA,NA,2.59060906090609
"focus","KLRG1",323,NA,NA,2.59070907090709
"focus","KLRG1",270,NA,NA,2.59080908090809
"focus","KLRG1",298,NA,NA,2.59090909090909
"focus","KLRG1",305,NA,NA,2.59100910091009
"focus","KLRG1",344,NA,NA,2.59110911091109
"focus","KLRG1",295,NA,NA,2.59120912091209
"focus","KLRG1",289,NA,NA,2.59130913091309
"focus","KLRG1",312,NA,NA,2.59140914091409
"focus","KLRG1",359,NA,NA,2.59150915091509
"focus","KLRG1",333,NA,NA,2.59160916091609
"focus","KLRG1",306,NA,NA,2.59170917091709
"focus","KLRG1",360,NA,NA,2.59180918091809
"focus","KLRG1",321,NA,NA,2.59190919091909
"focus","KLRG1",368,NA,NA,2.59200920092009
"focus","KLRG1",326,NA,NA,2.59210921092109
"focus","KLRG1",287,NA,NA,2.59220922092209
"focus","KLRG1",325,NA,NA,2.59230923092309
"focus","KLRG1",329,NA,NA,2.59240924092409
"focus","KLRG1",344,NA,NA,2.59250925092509
"focus","KLRG1",318,NA,NA,2.59260926092609
"focus","KLRG1",367,NA,NA,2.59270927092709
"focus","KLRG1",303,NA,NA,2.59280928092809
"focus","KLRG1",300,NA,NA,2.59290929092909
"focus","KLRG1",291,NA,NA,2.59300930093009
"focus","KLRG1",290,NA,NA,2.59310931093109
"focus","KLRG1",357,NA,NA,2.59320932093209
"focus","KLRG1",350,NA,NA,2.59330933093309
"focus","KLRG1",330,NA,NA,2.59340934093409
"focus","KLRG1",331,NA,NA,2.59350935093509
"focus","KLRG1",369,NA,NA,2.59360936093609
"focus","KLRG1",347,NA,NA,2.59370937093709
"focus","KLRG1",317,NA,NA,2.59380938093809
"focus","KLRG1",326,NA,NA,2.59390939093909
"focus","KLRG1",325,NA,NA,2.59400940094009
"focus","KLRG1",331,NA,NA,2.59410941094109
"focus","KLRG1",307,NA,NA,2.59420942094209
"focus","KLRG1",342,NA,NA,2.59430943094309
"focus","KLRG1",315,NA,NA,2.59440944094409
"focus","KLRG1",312,NA,NA,2.59450945094509
"focus","KLRG1",321,NA,NA,2.59460946094609
"focus","KLRG1",336,NA,NA,2.59470947094709
"focus","KLRG1",366,NA,NA,2.59480948094809
"focus","KLRG1",330,NA,NA,2.5949094909491
"focus","KLRG1",312,NA,NA,2.5950095009501
"focus","KLRG1",278,NA,NA,2.5951095109511
"focus","KLRG1",321,NA,NA,2.5952095209521
"focus","KLRG1",356,NA,NA,2.5953095309531
"focus","KLRG1",332,NA,NA,2.5954095409541
"focus","KLRG1",282,NA,NA,2.5955095509551
"focus","KLRG1",302,NA,NA,2.5956095609561
"focus","KLRG1",317,NA,NA,2.5957095709571
"focus","KLRG1",314,NA,NA,2.5958095809581
"focus","KLRG1",284,NA,NA,2.5959095909591
"focus","KLRG1",318,NA,NA,2.5960096009601
"focus","KLRG1",297,NA,NA,2.5961096109611
"focus","KLRG1",327,NA,NA,2.5962096209621
"focus","KLRG1",317,NA,NA,2.5963096309631
"focus","KLRG1",308,NA,NA,2.5964096409641
"focus","KLRG1",290,NA,NA,2.5965096509651
"focus","KLRG1",340,NA,NA,2.5966096609661
"focus","KLRG1",322,NA,NA,2.5967096709671
"focus","KLRG1",350,NA,NA,2.5968096809681
"focus","KLRG1",301,NA,NA,2.5969096909691
"focus","KLRG1",399,NA,NA,2.5970097009701
"focus","KLRG1",313,NA,NA,2.5971097109711
"focus","KLRG1",300,NA,NA,2.5972097209721
"focus","KLRG1",315,NA,NA,2.5973097309731
"focus","KLRG1",319,NA,NA,2.5974097409741
"focus","KLRG1",313,NA,NA,2.5975097509751
"focus","KLRG1",280,NA,NA,2.5976097609761
"focus","KLRG1",330,NA,NA,2.5977097709771
"focus","KLRG1",290,NA,NA,2.5978097809781
"focus","KLRG1",331,NA,NA,2.5979097909791
"focus","KLRG1",318,NA,NA,2.5980098009801
"focus","KLRG1",315,NA,NA,2.5981098109811
"focus","KLRG1",342,NA,NA,2.5982098209821
"focus","KLRG1",313,NA,NA,2.5983098309831
"focus","KLRG1",332,NA,NA,2.5984098409841
"focus","KLRG1",308,NA,NA,2.5985098509851
"focus","KLRG1",363,NA,NA,2.5986098609861
"focus","KLRG1",303,NA,NA,2.5987098709871
"focus","KLRG1",280,NA,NA,2.5988098809881
"focus","KLRG1",325,NA,NA,2.5989098909891
"focus","KLRG1",334,NA,NA,2.5990099009901
"focus","KLRG1",324,NA,NA,2.5991099109911
"focus","KLRG1",289,NA,NA,2.5992099209921
"focus","KLRG1",318,NA,NA,2.5993099309931
"focus","KLRG1",338,NA,NA,2.5994099409941
"focus","KLRG1",346,NA,NA,2.5995099509951
"focus","KLRG1",337,NA,NA,2.5996099609961
"focus","KLRG1",396,NA,NA,2.5997099709971
"focus","KLRG1",297,NA,NA,2.5998099809981
"focus","KLRG1",395,NA,NA,2.5999099909991
"focus","KLRG1",339,NA,NA,2.6000100010001
"focus","KLRG1",327,NA,NA,2.6001100110011
"focus","KLRG1",307,NA,NA,2.6002100210021
"focus","KLRG1",295,NA,NA,2.6003100310031
"focus","KLRG1",275,NA,NA,2.6004100410041
"focus","KLRG1",312,NA,NA,2.6005100510051
"focus","KLRG1",338,NA,NA,2.6006100610061
"focus","KLRG1",305,NA,NA,2.6007100710071
"focus","KLRG1",325,NA,NA,2.6008100810081
"focus","KLRG1",347,NA,NA,2.6009100910091
"focus","KLRG1",315,NA,NA,2.6010101010101
"focus","KLRG1",309,NA,NA,2.6011101110111
"focus","KLRG1",322,NA,NA,2.6012101210121
"focus","KLRG1",353,NA,NA,2.6013101310131
"focus","KLRG1",268,NA,NA,2.6014101410141
"focus","KLRG1",309,NA,NA,2.6015101510151
"focus","KLRG1",338,NA,NA,2.6016101610161
"focus","KLRG1",293,NA,NA,2.6017101710171
"focus","KLRG1",292,NA,NA,2.6018101810181
"focus","KLRG1",347,NA,NA,2.6019101910191
"focus","KLRG1",331,NA,NA,2.6020102010201
"focus","KLRG1",272,NA,NA,2.6021102110211
"focus","KLRG1",361,NA,NA,2.6022102210221
"focus","KLRG1",291,NA,NA,2.6023102310231
"focus","KLRG1",345,NA,NA,2.6024102410241
"focus","KLRG1",326,NA,NA,2.6025102510251
"focus","KLRG1",292,NA,NA,2.6026102610261
"focus","KLRG1",286,NA,NA,2.6027102710271
"focus","KLRG1",321,NA,NA,2.6028102810281
"focus","KLRG1",328,NA,NA,2.6029102910291
"focus","KLRG1",313,NA,NA,2.6030103010301
"focus","KLRG1",336,NA,NA,2.6031103110311
"focus","KLRG1",311,NA,NA,2.6032103210321
"focus","KLRG1",340,NA,NA,2.6033103310331
"focus","KLRG1",329,NA,NA,2.6034103410341
"focus","KLRG1",274,NA,NA,2.6035103510351
"focus","KLRG1",350,NA,NA,2.6036103610361
"focus","KLRG1",339,NA,NA,2.6037103710371
"focus","KLRG1",301,NA,NA,2.6038103810381
"focus","KLRG1",286,NA,NA,2.6039103910391
"focus","KLRG1",290,NA,NA,2.6040104010401
"focus","KLRG1",297,NA,NA,2.6041104110411
"focus","KLRG1",362,NA,NA,2.6042104210421
"focus","KLRG1",288,NA,NA,2.6043104310431
"focus","KLRG1",348,NA,NA,2.6044104410441
"focus","KLRG1",276,NA,NA,2.6045104510451
"focus","KLRG1",307,NA,NA,2.6046104610461
"focus","KLRG1",331,NA,NA,2.6047104710471
"focus","KLRG1",312,NA,NA,2.6048104810481
"focus","KLRG1",324,NA,NA,2.6049104910491
"focus","KLRG1",314,NA,NA,2.6050105010501
