"","logFC","logCPM","F","PValue","Group"
"SYNE2",0.362224866776156,8.8408961454735,8.1929219372589,0.00745823974801282,"None"
"CYFIP2",0.336059635835325,8.3925913729503,7.71196605033657,0.00920838437265646,"None"
"EIF4B",-0.101584161746104,8.29729073243395,0.750753402989761,0.572048239904975,"None"
"ANKRD44",0.105145991979199,8.57783231203939,0.794953706471699,0.379449022723884,"None"
"FAM107B",-0.0480300207912147,8.47915786084306,0.175006059473571,0.678573625583532,"None"
"YBX1",-0.0934457762099116,10.0300345340214,1.30161502175077,0.262622852705529,"None"
"SP100",0.0255438365901195,8.60664422884558,0.0374176165693999,0.847874349071768,"None"
"KLF6",-0.0375691127599126,8.67909570448714,0.0406233308826813,0.841684986606631,"None"
"TRAM1",0.28370385128577,7.89700145587428,11.6397816546333,0.012093499149087,"None"
"RHOA",0.114797741598428,10.0037404713462,2.22790044667304,0.145608046516131,"None"
"RASSF1",0.123181535970752,8.41551409212685,1.07023837928865,0.308864726764489,"None"
"PABPC1",-0.438044600030288,10.0299103167529,13.4226328972404,0.000917570602860823,"Down"
"CDC42",-0.0881817364964051,9.36837053435801,0.969104916513487,0.842413371417233,"None"
